学科,年份,省份,类型,客观题数,客观缺口,合计缺口,听力题,源文件路径
chinese,2023,tianjin,independent,15,10,21,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/chinese/2023/2023年高考语文试卷（天津）（解析卷）.docx
chinese,2014,hubei,independent,10,10,21,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chinese/2014/2014年高考语文试卷（湖北）（解析卷）.docx
chinese,2013,chongqing,independent,10,10,21,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chinese/2013/2013年高考语文试卷（重庆）（解析卷）.docx
chinese,2012,hubei,independent,13,10,19,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chinese/2012/2012年高考语文试卷（湖北）（解析卷）.docx
chinese,2014,chongqing,independent,12,10,19,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chinese/2014/2014年高考语文试卷（重庆）（解析卷）.docx
math,2011,guangdong,independent,11,10,19,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/math/2011/2011年高考数学试卷（文）（广东）（解析卷）.docx
english,2017,jiangsu,independent,37,10,19,16,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/english/2017/2017年高考英语试卷（江苏）（解析卷）   .docx
chinese,2015,anhui,independent,10,10,18,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chinese/2015/2015年高考语文试卷（安徽）（解析卷）.docx
chinese,2012,sichuan,independent,11,10,18,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chinese/2012/2012年高考语文试卷（四川）（解析卷）.docx
math,2013,hunan,independent,14,10,15,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/math/2013/2013年高考数学试卷（文）（湖南）（解析卷）.docx
math,2018,shanghai,independent,13,10,15,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/math/2018/2018年高考数学试卷（上海）（春考）（解析卷）.docx
biology,2010,shandong,independent,14,10,14,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/biology/2010/2010年高考生物试卷（山东）（解析卷）.docx
geography,2013,anhui,independent,10,10,13,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/geography/2013/2013年高考地理试卷（安徽）（解析卷）.docx
politics,2014,chongqing,independent,11,10,12,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/politics/2014/2014年高考政治试卷（重庆）（解析卷）.docx
history,2014,chongqing,independent,11,10,12,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/history/2014/2014年高考历史试卷（重庆）（解析卷）.docx
history,2011,guangdong,independent,10,10,12,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/history/2011/2011年高考历史试卷（广东）（解析卷）.docx
geography,2009,sichuan,independent,10,10,11,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/geography/2009/2009年高考地理试卷（四川）（解析卷）.docx
physics,2008,beijing,independent,11,10,11,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/physics/2008/2008年高考物理试卷（北京）（解析卷）.docx
history,2014,zhejiang,independent,10,10,10,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/history/2014/2014年高考历史试卷（浙江）（解析卷）.docx
geography,2014,guangdong,independent,10,10,10,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/geography/2014/2014年高考地理试卷（广东）（解析卷）.docx
english,2014,shandong,independent,10,10,10,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/english/2014/2014年高考英语试卷（山东）（解析卷）.docx
english,2014,hubei,independent,25,10,10,13,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/english/2014/2014年高考英语试卷（湖北）（解析卷）.docx
english,2009,shaanxi,independent,53,10,10,1,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/english/2009/2009年高考英语试卷（陕西）（解析卷）.docx
math,2008,jiangxi,independent,11,9,36,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/math/2008/2008年高考数学试卷（文）（江西）（解析卷）.docx
geography,2012,shanghai,independent,27,9,26,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/geography/2012/2012年高考地理试题（上海）（解析卷）.docx
math,2013,hubei,independent,9,9,17,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/math/2013/2013年高考数学试卷（文）（湖北）（解析卷）.docx
chinese,2013,zhejiang,independent,9,9,16,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chinese/2013/2013年高考语文试卷（浙江）（解析卷）.docx
politics,2008,sichuan,independent,9,9,14,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/politics/2008/2008年高考政治试卷（四川）（解析卷）.docx
physics,2010,beijing,independent,11,9,13,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/physics/2010/2010年高考物理试卷（北京）（解析卷）.docx
physics,2011,beijing,independent,12,9,13,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/physics/2011/2011年高考物理试卷（北京）（解析卷）.docx
geography,2011,guangdong,independent,9,9,12,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/geography/2011/2011年高考地理试卷（广东）（解析卷）.docx
english,2011,shandong,independent,54,9,11,19,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/english/2011/2011年高考英语试卷（山东）（解析卷）.docx
physics,2024,shanghai,independent,15,9,11,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/physics/2024/2024年高考物理试卷（上海）（回忆版）（解析卷）.docx
english,2015,hunan,independent,50,9,10,15,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/english/2015/2015年高考英语试卷（湖南）（解析卷）.docx
geography,2012,jiangsu,independent,26,9,9,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/geography/2012/2012年高考地理试卷（江苏）（解析卷）   .docx
chinese,2023,shanghai,independent,8,8,44,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/chinese/2023/2023年高考语文试卷（上海）（春考）（解析卷）.docx
math,2017,tianjin,independent,16,8,26,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/math/2017/2017年高考数学试卷（文）（天津）（解析卷）.docx
math,2009,shanghai,independent,16,8,26,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/math/2009/2009年高考数学试卷（文）（上海）（解析卷）.docx
math,2010,hunan,independent,16,8,25,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/math/2010/2010年高考数学试卷（文）（湖南）（解析卷） .docx
politics,2017,national,national_ii,12,8,21,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/politics/2017/2017年高考政治试卷（新课标Ⅱ）（解析卷）.docx
math,2015,tianjin,independent,8,8,20,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/math/2015/2015年高考数学试卷（文）（天津）（解析卷）.docx
math,2014,hubei,independent,9,8,16,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/math/2014/2014年高考数学试卷（文）（湖北）（解析卷）.docx
politics,2011,shanghai,independent,30,8,16,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/politics/2011/2011年高考政治试卷（上海）（解析卷）.docx
chinese,2013,hunan,independent,8,8,15,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chinese/2013/2013年高考语文试卷（湖南）（解析卷）.docx
politics,2008,guangdong,independent,33,8,15,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/politics/2008/2008年高考政治试卷（广东）（解析卷）.docx
politics,2015,jiangsu,independent,33,8,13,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/politics/2015/2015年高考政治试卷（江苏）（解析卷）.docx
chinese,2008,sichuan,independent,15,8,12,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chinese/2008/2008年高考语文试卷（四川）（解析卷）.docx
geography,2013,guangdong,independent,8,8,12,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/geography/2013/2013年高考地理试卷（广东）（解析卷）.docx
physics,2009,beijing,independent,11,8,12,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/physics/2009/2009年高考物理试卷（北京）（解析卷）.docx
chemistry,2009,zhejiang,independent,9,8,12,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/chemistry/2009/2009年高考化学试卷（浙江）（解析卷）.docx
history,2009,zhejiang,independent,8,8,11,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/history/2009/2009年高考历史试卷（浙江）（解析卷）.docx
biology,2010,guangdong,independent,8,8,11,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/biology/2010/2010年高考生物试卷（广东）（解析卷）.docx
chemistry,2011,guangdong,independent,8,8,11,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chemistry/2011/2011年高考化学试卷（广东）（解析卷）.docx
biology,2018,jiangsu,independent,25,8,11,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/biology/2018/2018年高考生物试卷（江苏）（解析卷）.docx
physics,2008,zhejiang,independent,8,8,11,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/physics/2008/2008年高考物理真题（浙江）（解析卷）.docx
geography,2008,beijing,independent,12,8,11,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/geography/2008/2008年高考地理试卷（北京）（解析卷）.docx
geography,2008,jiangsu,independent,25,8,11,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/geography/2008/2008年高考地理试卷（江苏）（解析卷）.docx
history,2014,guangdong,independent,12,8,10,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/history/2014/2014年高考历史试卷（广东）（解析卷）.docx
chemistry,2008,zhejiang,independent,8,8,10,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/chemistry/2008/2008年高考化学试卷（浙江）（解析卷）.docx
geography,2016,jiangsu,independent,26,8,9,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/geography/2016/2016年高考地理试卷（江苏）（解析卷）   .docx
geography,2009,jiangsu,independent,26,8,9,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/geography/2009/2009年高考地理试卷（江苏）（解析卷）.docx
geography,2019,jiangsu,independent,26,8,9,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/geography/2019/2019年高考地理试卷（江苏）（解析卷）   .docx
english,2024,tianjin,independent,48,8,8,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/english/2024/2024年高考英语试卷（天津）（第一次）（解析卷）.docx
geography,2017,jiangsu,independent,26,8,8,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/geography/2017/2017年高考地理试卷（江苏）（解析卷）   .docx
geography,2015,jiangsu,independent,26,8,8,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/geography/2015/2015年高考地理试卷（江苏）（解析卷）   .docx
chemistry,2015,anhui,independent,9,8,8,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chemistry/2015/2015年高考化学试卷（安徽）（解析卷）.docx
geography,2013,jiangsu,independent,28,8,8,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/geography/2013/2013年高考地理试卷（江苏）（解析卷）   .docx
chinese,2008,shanghai,independent,7,7,40,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chinese/2008/2008年高考语文试卷（上海）（秋考）（解析卷）.docx
chinese,2017,shanghai,independent,7,7,23,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/chinese/2017/2017年高考语文试卷（上海）（秋考）（解析卷）.docx
physics,2010,zhejiang,independent,7,7,21,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/physics/2010/2010年高考物理真题（浙江）（解析卷）.docx
math,2012,guangdong,independent,7,7,20,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/math/2012/2012年高考数学试卷（文）（广东）（解析卷）.docx
chinese,2014,anhui,independent,8,7,18,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chinese/2014/2014年高考语文试卷（安徽）（解析卷）.docx
physics,2010,hainan,independent,13,7,15,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/physics/2010/2010年高考物理试卷（海南）（解析卷）.docx
chemistry,2008,guangdong,independent,18,7,14,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chemistry/2008/2008年高考化学试卷（广东）（解析卷）.docx
chinese,2012,chongqing,independent,7,7,13,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chinese/2012/2012年高考语文试卷（重庆）（解析卷）.docx
english,2012,tianjin,independent,35,7,12,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/english/2012/2012年高考英语试卷（天津）（解析卷）.docx
chinese,2013,guangdong,independent,7,7,12,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chinese/2013/2013年高考语文试卷（广东）（解析卷）.docx
chinese,2021,shanghai,independent,7,7,12,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/chinese/2021/2021年高考语文试卷（上海）（春考）（解析卷）.docx
physics,2016,national,national_i,11,7,11,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/physics/2016/2016年高考物理试卷（新课标Ⅰ）（解析卷）.docx
physics,2015,national,national_ii,12,7,11,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/physics/2015/2015年高考物理试卷（新课标Ⅱ）（解析卷）.docx
history,2014,shandong,independent,8,7,11,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/history/2014/2014年高考历史试卷（山东）（解析卷）.docx
politics,2017,national,national_i,12,7,10,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/politics/2017/2017年高考政治试卷（新课标Ⅰ）（解析卷）.docx
