省份,年份,学科,数学类型,试卷类型,预期目录,预期文件名,预期路径,当前路径
"重庆","2018","政治","","independent","重庆高考","2018年重庆高考政治试卷原卷版.pdf","重庆高考/2018年重庆高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2018年北京市高考政治试卷（原卷版）.doc"
"重庆","2019","文科数学","arts","independent","重庆高考","2019年重庆高考文科数学试卷原卷版.pdf","重庆高考/2019年重庆高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2019年北京市高考数学试卷（文科）（原卷版）.doc"
"重庆","2019","理科数学","science","independent","重庆高考","2019年重庆高考理科数学试卷原卷版.pdf","重庆高考/2019年重庆高考理科数学试卷原卷版.pdf",""
"重庆","2019","政治","","independent","重庆高考","2019年重庆高考政治试卷原卷版.pdf","重庆高考/2019年重庆高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2019年北京市高考政治试卷（原卷版）.doc"
"重庆","2020","文科数学","arts","independent","重庆高考","2020年重庆高考文科数学试卷原卷版.pdf","重庆高考/2020年重庆高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2020年北京市高考数学试卷（原卷版）.doc"
"重庆","2020","理科数学","science","independent","重庆高考","2020年重庆高考理科数学试卷原卷版.pdf","重庆高考/2020年重庆高考理科数学试卷原卷版.pdf",""
"重庆","2020","政治","","independent","重庆高考","2020年重庆高考政治试卷原卷版.pdf","重庆高考/2020年重庆高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2020年北京市高考政治试卷（原卷版）.doc"
"重庆","2021","数学","unified","new_gaokao_ii","重庆高考","2021年重庆高考数学试卷原卷版.pdf","重庆高考/2021年重庆高考数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2021年北京市高考数学试卷（原卷版）.docx"
"重庆","2021","政治","","independent","重庆高考","2021年重庆高考政治试卷原卷版.pdf","重庆高考/2021年重庆高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\.cache.2021年北京市高考政治试卷（原卷版）.pdf"
"重庆","2022","数学","unified","new_gaokao_ii","重庆高考","2022年重庆高考数学试卷原卷版.pdf","重庆高考/2022年重庆高考数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2022年新高考北京数学高考真题（原卷版）.docx"
"重庆","2022","政治","","independent","重庆高考","2022年重庆高考政治试卷原卷版.pdf","重庆高考/2022年重庆高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2022年新高考北京政治高考真题（原卷版）.docx"
"重庆","2023","数学","unified","new_gaokao_ii","重庆高考","2023年重庆高考数学试卷原卷版.pdf","重庆高考/2023年重庆高考数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2023年北京高考数学真题（原卷版）.docx"
"重庆","2023","政治","","independent","重庆高考","2023年重庆高考政治试卷原卷版.pdf","重庆高考/2023年重庆高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2023年高考北京政治真题（原卷版）.docx"
"重庆","2024","生物","","independent","重庆高考","2024年重庆高考生物试卷原卷版.pdf","重庆高考/2024年重庆高考生物试卷原卷版.pdf","6. 北京高考生物2008-2025\2024年北京高考真题生物试卷（原卷版）.docx"
"重庆","2024","化学","","independent","重庆高考","2024年重庆高考化学试卷原卷版.pdf","重庆高考/2024年重庆高考化学试卷原卷版.pdf","5. 北京高考化学2008-2025\2024年北京高考真题化学试题（原卷版）.docx"
"重庆","2024","地理","","independent","重庆高考","2024年重庆高考地理试卷原卷版.pdf","重庆高考/2024年重庆高考地理试卷原卷版.pdf","9. 北京高考地理2008-2025\2024年北京市高考地理真题（原卷版）.docx"
"重庆","2024","数学","unified","new_gaokao_ii","重庆高考","2024年重庆高考数学试卷原卷版.pdf","重庆高考/2024年重庆高考数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2024年北京高考数学真题（原卷版）.docx"
"重庆","2024","物理","","independent","重庆高考","2024年重庆高考物理试卷原卷版.pdf","重庆高考/2024年重庆高考物理试卷原卷版.pdf","4. 北京高考物理2008-2025\2024年高考北京卷物理真题（原卷版）.docx"
"重庆","2024","政治","","independent","重庆高考","2024年重庆高考政治试卷原卷版.pdf","重庆高考/2024年重庆高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2024年北京高考政治试题（原卷版）.docx"
"福建","2008","文科数学","arts","national_i","福建高考","2008年福建高考文科数学试卷原卷版.pdf","福建高考/2008年福建高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2008年北京市高考数学试卷（文科）（原卷版）.doc"
"福建","2008","理科数学","science","national_i","福建高考","2008年福建高考理科数学试卷原卷版.pdf","福建高考/2008年福建高考理科数学试卷原卷版.pdf","2. 北京高考数学2008-2025/2008年北京高考数学试卷（理科）（原卷版）.doc"
"福建","2008","政治","","national_i","福建高考","2008年福建高考政治试卷原卷版.pdf","福建高考/2008年福建高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2008年高考生物试卷（北京）（空白卷）.doc"
"福建","2009","文科数学","arts","national_i","福建高考","2009年福建高考文科数学试卷原卷版.pdf","福建高考/2009年福建高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2009年北京市高考数学试卷（文科）（原卷版）.doc"
"福建","2009","理科数学","science","national_i","福建高考","2009年福建高考理科数学试卷原卷版.pdf","福建高考/2009年福建高考理科数学试卷原卷版.pdf","2. 北京高考数学2008-2025/2009年北京高考数学试卷（理科）（原卷版）.doc"
"福建","2009","政治","","national_i","福建高考","2009年福建高考政治试卷原卷版.pdf","福建高考/2009年福建高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2009年北京市高考政治试卷（原卷版）.doc"
"福建","2010","文科数学","arts","national_i","福建高考","2010年福建高考文科数学试卷原卷版.pdf","福建高考/2010年福建高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2010年北京市高考数学试卷（文科）（原卷版）.doc"
"福建","2010","理科数学","science","national_i","福建高考","2010年福建高考理科数学试卷原卷版.pdf","福建高考/2010年福建高考理科数学试卷原卷版.pdf","2. 北京高考数学2008-2025/2010年北京高考数学试卷（理科）（原卷版）.doc"
"福建","2010","政治","","national_i","福建高考","2010年福建高考政治试卷原卷版.pdf","福建高考/2010年福建高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2010年北京市高考政治试卷（原卷版）.doc"
"福建","2011","文科数学","arts","national_i","福建高考","2011年福建高考文科数学试卷原卷版.pdf","福建高考/2011年福建高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2011年北京市高考数学试卷（文科）（原卷版）.doc"
"福建","2011","理科数学","science","national_i","福建高考","2011年福建高考理科数学试卷原卷版.pdf","福建高考/2011年福建高考理科数学试卷原卷版.pdf","2. 北京高考数学2008-2025/2011年北京高考数学试卷（理科）（原卷版）.doc"
"福建","2011","政治","","national_i","福建高考","2011年福建高考政治试卷原卷版.pdf","福建高考/2011年福建高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2011年北京市高考政治试卷（原卷版）.doc"
"福建","2012","文科数学","arts","national_i","福建高考","2012年福建高考文科数学试卷原卷版.pdf","福建高考/2012年福建高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2012年北京市高考数学试卷（文科）（原卷版）.doc"
"福建","2012","理科数学","science","national_i","福建高考","2012年福建高考理科数学试卷原卷版.pdf","福建高考/2012年福建高考理科数学试卷原卷版.pdf","2. 北京高考数学2008-2025/2012年北京高考数学试卷（理科）（原卷版）.doc"
"福建","2012","政治","","national_i","福建高考","2012年福建高考政治试卷原卷版.pdf","福建高考/2012年福建高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2012年北京市高考政治试卷（原卷版）.doc"
"福建","2013","文科数学","arts","national_i","福建高考","2013年福建高考文科数学试卷原卷版.pdf","福建高考/2013年福建高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2013年北京市高考数学试卷（文科）（原卷版）.doc"
"福建","2013","理科数学","science","national_i","福建高考","2013年福建高考理科数学试卷原卷版.pdf","福建高考/2013年福建高考理科数学试卷原卷版.pdf","2. 北京高考数学2008-2025/2013年北京高考数学试卷（理科）（原卷版）.doc"
"福建","2013","政治","","national_i","福建高考","2013年福建高考政治试卷原卷版.pdf","福建高考/2013年福建高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2013年北京市高考政治试卷（原卷版）.doc"
"福建","2014","文科数学","arts","national_i","福建高考","2014年福建高考文科数学试卷原卷版.pdf","福建高考/2014年福建高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2014年北京市高考数学试卷（文科）（原卷版）.doc"
"福建","2014","理科数学","science","national_i","福建高考","2014年福建高考理科数学试卷原卷版.pdf","福建高考/2014年福建高考理科数学试卷原卷版.pdf","2. 北京高考数学2008-2025/2014年北京高考数学试卷（理科）（原卷版）.doc"
"福建","2014","政治","","national_i","福建高考","2014年福建高考政治试卷原卷版.pdf","福建高考/2014年福建高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2014年北京市高考政治试卷（原卷版）.doc"
"福建","2015","文科数学","arts","national_i","福建高考","2015年福建高考文科数学试卷原卷版.pdf","福建高考/2015年福建高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2015年北京市高考数学试卷（文科）（原卷版）.doc"
"福建","2015","理科数学","science","national_i","福建高考","2015年福建高考理科数学试卷原卷版.pdf","福建高考/2015年福建高考理科数学试卷原卷版.pdf","2. 北京高考数学2008-2025/2015年北京高考数学试卷（理科）（原卷版）.doc"
"福建","2015","政治","","national_i","福建高考","2015年福建高考政治试卷原卷版.pdf","福建高考/2015年福建高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2015年北京市高考政治试卷（原卷版）.doc"
"福建","2016","文科数学","arts","national_i","福建高考","2016年福建高考文科数学试卷原卷版.pdf","福建高考/2016年福建高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2016年北京市高考数学试卷（文科）（原卷版）.doc"
"福建","2016","理科数学","science","national_i","福建高考","2016年福建高考理科数学试卷原卷版.pdf","福建高考/2016年福建高考理科数学试卷原卷版.pdf","2. 北京高考数学2008-2025/2016年北京高考数学试卷（理科）（原卷版）.doc"
"福建","2016","政治","","national_i","福建高考","2016年福建高考政治试卷原卷版.pdf","福建高考/2016年福建高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2016年北京市高考政治试卷（原卷版）.doc"
"福建","2017","文科数学","arts","national_i","福建高考","2017年福建高考文科数学试卷原卷版.pdf","福建高考/2017年福建高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2017年北京市高考数学试卷（文科）（原卷版）.doc"
"福建","2017","理科数学","science","national_i","福建高考","2017年福建高考理科数学试卷原卷版.pdf","福建高考/2017年福建高考理科数学试卷原卷版.pdf","2. 北京高考数学2008-2025/2017年北京高考数学试卷（理科）（原卷版）.doc"
"福建","2017","政治","","national_i","福建高考","2017年福建高考政治试卷原卷版.pdf","福建高考/2017年福建高考政治试卷原卷版.pdf","8. 北京高考政治2008-2025\2017年北京市高考政治试卷（原卷版）.doc"
"福建","2018","文科数学","arts","national_i","福建高考","2018年福建高考文科数学试卷原卷版.pdf","福建高考/2018年福建高考文科数学试卷原卷版.pdf","2. 北京高考数学2008-2025\2018年北京市高考数学试卷（文科）（原卷版）.doc"
"福建","2018","理科数学","science","national_i","福建高考","2018年福建高考理科数学试卷原卷版.pdf","福建高考/2018年福建高考理科数学试卷原卷版.pdf","2. 北京高考数学2008-2025/2018年北京高考数学试卷（理科）（原卷版）.doc"
